"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"2014100000","2014年度","41000","佐賀県","","843,124","399,685","443,439","***","4,300","847,424"
"2014100000","2014年度","42000","長崎県","","1,405,133","659,895","745,238","***","8,022","1,413,155"
"2014100000","2014年度","43000","熊本県","","1,808,418","855,565","952,853","***","9,896","1,818,314"
"2014100000","2014年度","44000","大分県","","1,180,721","560,320","620,401","***","10,077","1,190,798"
"2014100000","2014年度","45000","宮崎県","","1,131,341","534,972","596,369","***","4,311","1,135,652"
"2014100000","2014年度","46000","鹿児島県","","1,684,792","793,368","891,424","***","6,635","1,691,427"
"2014100000","2014年度","47000","沖縄県","","1,443,123","710,786","732,337","***","10,900","1,454,023"
"2013100000","2013年度","01000","北海道","","5,441,079","2,575,347","2,865,732","***","21,966","5,463,045"
"2013100000","2013年度","02000","青森県","","1,363,963","646,850","717,113","***","3,895","1,367,858"
"2013100000","2013年度","03000","岩手県","","1,305,990","627,906","678,084","***","5,377","1,311,367"
"2013100000","2013年度","04000","宮城県","","2,314,509","1,128,781","1,185,728","***","14,930","2,329,439"
"2013100000","2013年度","05000","秋田県","","1,066,538","503,253","563,285","***","3,688","1,070,226"
"2013100000","2013年度","06000","山形県","","1,145,288","551,751","593,537","***","6,030","1,151,318"
"2013100000","2013年度","07000","福島県","","1,966,594","960,969","1,005,625","***","9,502","1,976,096"
"2013100000","2013年度","08000","茨城県","","2,944,064","1,472,515","1,471,549","***","49,574","2,993,638"
"2013100000","2013年度","09000","栃木県","","1,980,414","987,061","993,353","***","29,858","2,010,272"
"2013100000","2013年度","10000","群馬県","","1,979,094","978,239","1,000,855","***","40,593","2,019,687"
"2013100000","2013年度","11000","埼玉県","","7,168,616","3,601,493","3,567,123","***","120,232","7,288,848"
"2013100000","2013年度","12000","千葉県","","6,141,503","3,074,863","3,066,640","***","106,357","6,247,860"
"2013100000","2013年度","13000","東京都","","12,807,627","6,335,734","6,471,893","***","394,410","13,202,037"
"2013100000","2013年度","14000","神奈川県","","8,940,001","4,484,101","4,455,900","***","160,605","9,100,606"
"2013100000","2013年度","15000","新潟県","","2,341,907","1,136,671","1,205,236","***","12,965","2,354,872"
"2013100000","2013年度","16000","富山県","","1,078,692","521,558","557,134","***","12,920","1,091,612"
"2013100000","2013年度","17000","石川県","","1,152,949","556,907","596,042","***","10,431","1,163,380"
"2013100000","2013年度","18000","福井県","","797,066","387,149","409,917","***","11,163","808,229"
"2013100000","2013年度","19000","山梨県","","848,292","416,170","432,122","***","13,323","861,615"
"2013100000","2013年度","20000","長野県","","2,130,885","1,040,594","1,090,291","***","29,929","2,160,814"
"2013100000","2013年度","21000","岐阜県","","2,054,702","1,001,423","1,053,279","***","43,474","2,098,176"
"2013100000","2013年度","22000","静岡県","","3,731,920","1,843,127","1,888,793","***","71,561","3,803,481"
"2013100000","2013年度","23000","愛知県","","7,288,942","3,655,330","3,633,612","***","189,664","7,478,606"
"2013100000","2013年度","24000","三重県","","1,827,576","892,126","935,450","***","41,284","1,868,860"
"2013100000","2013年度","25000","滋賀県","","1,397,955","688,819","709,136","***","23,824","1,421,779"
"2013100000","2013年度","26000","京都府","","2,534,567","1,217,516","1,317,051","***","51,337","2,585,904"
"2013100000","2013年度","27000","大阪府","","8,678,514","4,208,811","4,469,703","***","200,180","8,878,694"
"2013100000","2013年度","28000","兵庫県","","5,560,378","2,672,329","2,888,049","***","94,983","5,655,361"
"2013100000","2013年度","29000","奈良県","","1,392,193","663,683","728,510","***","10,841","1,403,034"
"2013100000","2013年度","30000","和歌山県","","1,006,455","477,138","529,317","***","5,781","1,012,236"
"2013100000","2013年度","31000","鳥取県","","583,274","279,050","304,224","***","3,793","587,067"
"2013100000","2013年度","32000","島根県","","706,064","337,474","368,590","***","5,300","711,364"
"2013100000","2013年度","33000","岡山県","","1,924,542","928,555","995,987","***","20,666","1,945,208"
"2013100000","2013年度","34000","広島県","","2,838,523","1,373,987","1,464,536","***","37,777","2,876,300"
"2013100000","2013年度","35000","山口県","","1,429,968","677,228","752,740","***","13,178","1,443,146"
"2013100000","2013年度","36000","徳島県","","777,454","371,444","406,010","***","4,888","782,342"
"2013100000","2013年度","37000","香川県","","1,001,667","482,829","518,838","***","8,361","1,010,028"
"2013100000","2013年度","38000","愛媛県","","1,427,866","676,221","751,645","***","8,661","1,436,527"
"2013100000","2013年度","39000","高知県","","750,927","353,630","397,297","***","3,348","754,275"
"2013100000","2013年度","40000","福岡県","","5,063,541","2,403,816","2,659,725","***","55,272","5,118,813"
"2013100000","2013年度","41000","佐賀県","","848,040","401,959","446,081","***","4,245","852,285"
"2013100000","2013年度","42000","長崎県","","1,416,850","665,123","751,727","***","7,683","1,424,533"
"2013100000","2013年度","43000","熊本県","","1,816,276","859,137","957,139","***","9,410","1,825,686"
"2013100000","2013年度","44000","大分県","","1,188,155","563,853","624,302","***","9,699","1,197,854"
"2013100000","2013年度","45000","宮崎県","","1,138,313","538,082","600,231","***","4,173","1,142,486"
"2013100000","2013年度","46000","鹿児島県","","1,696,759","798,688","898,071","***","6,367","1,703,126"
"2013100000","2013年度","47000","沖縄県","","1,438,472","708,294","730,178","***","9,886","1,448,358"
"2012100000","2012年度","01000","北海道","","5,444,307","2,575,066","2,869,241","***","***","5,465,451"
"2012100000","2012年度","02000","青森県","","1,368,246","648,481","719,765","***","***","1,372,010"
"2012100000","2012年度","03000","岩手県","","1,309,009","628,787","680,222","***","***","1,314,180"
"2012100000","2012年度","04000","宮城県","","2,304,889","1,122,231","1,182,658","***","***","2,318,692"
"2012100000","2012年度","05000","秋田県","","1,072,625","506,083","566,542","***","***","1,076,205"
"2012100000","2012年度","06000","山形県","","1,149,851","553,656","596,195","***","***","1,155,942"
"2012100000","2012年度","07000","福島県","","1,971,142","962,092","1,009,050","***","***","1,980,259"
"2012100000","2012年度","08000","茨城県","","2,947,879","1,474,169","1,473,710","***","***","2,997,072"
"2012100000","2012年度","09000","栃木県","","1,981,584","987,253","994,331","***","***","2,010,934"
"2012100000","2012年度","10000","群馬県","","1,982,831","980,045","1,002,786","***","***","2,023,382"
"2012100000","2012年度","11000","埼玉県","","7,156,223","3,596,373","3,559,850","***","***","7,272,304"
"2012100000","2012年度","12000","千葉県","","6,136,250","3,072,759","3,063,491","***","***","6,240,455"
"2012100000","2012年度","13000","東京都","","12,757,445","6,313,167","6,444,278","***","***","13,142,640"
"2012100000","2012年度","14000","神奈川県","","8,924,132","4,478,464","4,445,668","***","***","9,083,643"
"2012100000","2012年度","15000","新潟県","","2,348,323","1,139,058","1,209,265","***","***","2,361,133"
"2012100000","2012年度","16000","富山県","","1,081,665","522,831","558,834","***","***","1,094,827"
"2012100000","2012年度","17000","石川県","","1,152,629","556,055","596,574","***","***","1,163,089"
"2012100000","2012年度","18000","福井県","","798,939","388,021","410,918","***","***","810,552"
"2012100000","2012年度","19000","山梨県","","850,375","417,124","433,251","***","***","863,917"
"2012100000","2012年度","20000","長野県","","2,134,866","1,042,583","1,092,283","***","***","2,165,604"
"2012100000","2012年度","21000","岐阜県","","2,058,652","1,002,969","1,055,683","***","***","2,102,879"
"2012100000","2012年度","22000","静岡県","","3,735,526","1,844,458","1,891,068","***","***","3,809,470"
"2012100000","2012年度","23000","愛知県","","7,273,013","3,646,871","3,626,142","***","***","7,462,800"
"2012100000","2012年度","24000","三重県","","1,830,584","893,022","937,562","***","***","1,871,619"
"2012100000","2012年度","25000","滋賀県","","1,395,363","687,574","707,789","***","***","1,419,426"
"2012100000","2012年度","26000","京都府","","2,536,238","1,217,979","1,318,259","***","***","2,587,129"
"2012100000","2012年度","27000","大阪府","","8,673,898","4,207,048","4,466,850","***","***","8,873,698"
"2012100000","2012年度","28000","兵庫県","","5,564,824","2,674,666","2,890,158","***","***","5,660,302"
"2012100000","2012年度","29000","奈良県","","1,394,729","664,949","729,780","***","***","1,405,453"
"2012100000","2012年度","30000","和歌山県","","1,010,982","479,127","531,855","***","***","1,016,563"
"2012100000","2012年度","31000","鳥取県","","584,602","279,597","305,005","***","***","588,508"
"2012100000","2012年度","32000","島根県","","707,878","338,072","369,806","***","***","713,134"
"2012100000","2012年度","33000","岡山県","","1,925,697","928,698","996,999","***","***","1,946,083"
"2012100000","2012年度","34000","広島県","","2,836,043","1,371,955","1,464,088","***","***","2,873,603"
"2012100000","2012年度","35000","山口県","","1,434,337","678,794","755,543","***","***","1,447,499"
"2012100000","2012年度","36000","徳島県","","780,107","372,645","407,462","***","***","785,001"
"2012100000","2012年度","37000","香川県","","1,002,650","483,148","519,502","***","***","1,010,707"
"2012100000","2012年度","38000","愛媛県","","1,431,445","677,399","754,046","***","***","1,440,117"
"2012100000","2012年度","39000","高知県","","752,845","354,029","398,816","***","***","755,994"
"2012100000","2012年度","40000","福岡県","","5,053,473","2,397,865","2,655,608","***","***","5,105,427"
"2012100000","2012年度","41000","佐賀県","","849,230","402,206","447,024","***","***","853,341"
"2012100000","2012年度","42000","長崎県","","1,420,145","666,461","753,684","***","***","1,427,133"
"2012100000","2012年度","43000","熊本県","","1,816,579","858,426","958,153","***","***","1,825,361"
"2012100000","2012年度","44000","大分県","","1,189,981","564,214","625,767","***","***","1,199,401"
"2012100000","2012年度","45000","宮崎県","","1,137,558","537,321","600,237","***","***","1,141,559"
"2012100000","2012年度","46000","鹿児島県","","1,695,273","797,141","898,132","***","***","1,701,387"
"2012100000","2012年度","47000","沖縄県","","1,428,817","703,153","725,664","***","***","1,437,994"
"2011100000","2011年度","01000","北海道","","5,474,216","2,592,061","2,882,155","5,496,245","***","***"
"2011100000","2011年度","02000","青森県","","1,383,043","655,598","727,445","1,387,030","***","***"
"2011100000","2011年度","03000","岩手県","","1,317,795","632,865","684,930","1,323,029","***","***"
"2011100000","2011年度","04000","宮城県","","2,302,706","1,120,196","1,182,510","2,316,679","***","***"
"2011100000","2011年度","05000","秋田県","","1,086,018","512,618","573,400","1,089,812","***","***"
"2011100000","2011年度","06000","山形県","","1,160,204","558,711","601,493","1,166,450","***","***"
"2011100000","2011年度","07000","福島県","","1,991,865","971,512","1,020,353","2,001,488","***","***"
"2011100000","2011年度","08000","茨城県","","2,960,010","1,480,363","1,479,647","3,011,608","***","***"
"2011100000","2011年度","09000","栃木県","","1,988,755","990,800","997,955","2,019,856","***","***"
"2011100000","2011年度","10000","群馬県","","1,990,944","984,009","1,006,935","2,032,907","***","***"
"2011100000","2011年度","11000","埼玉県","","7,149,503","3,595,889","3,553,614","7,269,230","***","***"
"2011100000","2011年度","12000","千葉県","","6,147,619","3,080,284","3,067,335","6,257,854","***","***"
"2011100000","2011年度","13000","東京都","","12,699,271","6,287,628","6,411,643","13,104,963","***","***"
"2011100000","2011年度","14000","神奈川県","","8,917,368","4,481,070","4,436,298","9,083,522","***","***"
"2011100000","2011年度","15000","新潟県","","2,364,632","1,146,879","1,217,753","2,378,006","***","***"
"2011100000","2011年度","16000","富山県","","1,087,544","525,519","562,025","1,101,273","***","***"
"2011100000","2011年度","17000","石川県","","1,156,730","557,901","598,829","1,167,513","***","***"
"2011100000","2011年度","18000","福井県","","803,180","390,019","413,161","815,356","***","***"
"2011100000","2011年度","19000","山梨県","","855,746","419,905","435,841","870,847","***","***"
"2011100000","2011年度","20000","長野県","","2,145,962","1,048,196","1,097,766","2,179,679","***","***"
"2011100000","2011年度","21000","岐阜県","","2,068,942","1,008,111","1,060,831","2,116,317","***","***"
"2011100000","2011年度","22000","静岡県","","3,750,571","1,852,360","1,898,211","3,832,755","***","***"
"2011100000","2011年度","23000","愛知県","","7,263,173","3,642,308","3,620,865","7,463,869","***","***"
"2011100000","2011年度","24000","三重県","","1,838,613","897,197","941,416","1,883,925","***","***"
"2011100000","2011年度","25000","滋賀県","","1,394,472","687,275","707,197","1,419,908","***","***"
"2011100000","2011年度","26000","京都府","","2,542,740","1,221,837","1,320,903","2,595,303","***","***"
"2011100000","2011年度","27000","大阪府","","8,679,933","4,213,507","4,466,426","8,886,257","***","***"
"2011100000","2011年度","28000","兵庫県","","5,572,405","2,679,022","2,893,383","5,670,920","***","***"
"2011100000","2011年度","29000","奈良県","","1,401,243","668,673","732,570","1,412,437","***","***"
"2011100000","2011年度","30000","和歌山県","","1,018,668","482,712","535,956","1,024,613","***","***"
"2011100000","2011年度","31000","鳥取県","","588,715","281,563","307,152","592,756","***","***"
"2011100000","2011年度","32000","島根県","","713,056","340,432","372,624","718,514","***","***"
"2011100000","2011年度","33000","岡山県","","1,931,586","931,589","999,997","1,953,074","***","***"
"2011100000","2011年度","34000","広島県","","2,846,680","1,377,499","1,469,181","2,885,941","***","***"
"2011100000","2011年度","35000","山口県","","1,445,473","684,130","761,343","1,459,298","***","***"
